Run #,Apogee Time (s),Launch Time (s),Burnout Time (s),Ground Hit Time (s),Max X Position (m),Max Altitude (m),Max Velocity Z (m/s),Landing X Pos (m),Landing Lon (deg),Landing Lat (deg),Thrust Scale Factor,Random Parameters
1106,32.564,0,7.254,314.0538542,4160.306928,5458.375161,411.7099286,4160.306928,-81.74403609,48.04493418,-1.789185873,"{'gross_weight': 11.003897431709746, 'diameter': 0.13029323264229845, 'launch_rod_length': 2.025363949033627, 'launch_temperature': 279.93521704259643, 'wind_direction': 3.8367184646121, 'wind_speed_average': 10.43827821140964, 'wind_turbulence_intensity': -1.174491619123852, 'launch_rod_angle': -0.18666743672392627, 'launch_rod_direction': 1.48514625077549, 'separation_delay_charge': -0.11090408176716082, 'wind_standard_deviation': -4.692069966352058}"
1107,31.614,0,7.254,304.1014848,5480.562591,5170.414598,399.0867347,5480.562591,-81.72634405,47.9974422,1.159026569,"{'gross_weight': 11.587815808719066, 'diameter': 0.12998954507402338, 'launch_rod_length': 1.2835272543412803, 'launch_temperature': 285.4169429338431, 'wind_direction': -1.5182552410798222, 'wind_speed_average': 5.809612387701699, 'wind_turbulence_intensity': -0.08405347955036349, 'launch_rod_angle': -0.2813128278790894, 'launch_rod_direction': 1.5578254933202111, 'separation_delay_charge': -0.17414518865411194, 'wind_standard_deviation': 3.7878165597152225}"
1108,33.254,0,7.254,325.2896692,2.00E-06,5692.242129,421.5412455,-1827.974666,-81.82458301,48.03096968,-0.55899508,"{'gross_weight': 15.75029350646889, 'diameter': 0.13096794703449255, 'launch_rod_length': 1.7685952493642598, 'launch_temperature': 282.38436693213913, 'wind_direction': 2.655260353286719, 'wind_speed_average': 3.070097742171787, 'wind_turbulence_intensity': -1.7180865472673432, 'launch_rod_angle': -0.24234734342133343, 'launch_rod_direction': 1.5493221450396804, 'separation_delay_charge': -0.4874972247115499, 'wind_standard_deviation': 2.2141991711935893}"
1109,33.214,0,7.254,322.4666858,2.79E-06,5667.953301,420.3615713,-4914.368257,-81.86600956,47.96849967,-1.479330895,"{'gross_weight': 14.63454870867996, 'diameter': 0.13056072672883848, 'launch_rod_length': 1.4753077993899473, 'launch_temperature': 283.4707365390165, 'wind_direction': 0.951196697164004, 'wind_speed_average': 9.674931901733583, 'wind_turbulence_intensity': -2.342226219714025, 'launch_rod_angle': -0.1918672988543855, 'launch_rod_direction': 1.4819125214104962, 'separation_delay_charge': 0.012919463616537395, 'wind_standard_deviation': -1.1181838167600089}"
1110,34.67926762,0,7.254,341.4256142,742.3994411,6138.252979,440.0863604,742.3994411,-81.79001349,48.04414005,2.052751743,"{'gross_weight': 14.14054734094516, 'diameter': 0.131041932921426, 'launch_rod_length': 1.6212125909346744, 'launch_temperature': 290.9722781709793, 'wind_direction': 3.293384305644996, 'wind_speed_average': 10.624521233778175, 'wind_turbulence_intensity': -3.988268012615076, 'launch_rod_angle': -0.17314416508834596, 'launch_rod_direction': 1.4897519449927503, 'separation_delay_charge': -0.36151221648283677, 'wind_standard_deviation': 2.2023571984719075}"
1111,31.68744734,0,7.254,307.4787145,3908.663296,5230.162674,402.4891544,3904.042521,-81.7475427,47.98659949,0.926404379,"{'gross_weight': 10.796241497625457, 'diameter': 0.12972022391343827, 'launch_rod_length': 1.571730491348032, 'launch_temperature': 291.9700420245714, 'wind_direction': -1.2061383104302905, 'wind_speed_average': 1.3829524962662125, 'wind_turbulence_intensity': 1.4896003320170101, 'launch_rod_angle': -0.2667047117130556, 'launch_rod_direction': 1.593562409197103, 'separation_delay_charge': -0.7851828437480611, 'wind_standard_deviation': 5.817005608853805}"
1112,3.510693487,0,7.254,9.843931173,3.69E-06,95.43482972,49.92257217,-271.7114396,-81.80365177,47.99902014,-0.652154112,"{'gross_weight': 14.540295831648397, 'diameter': 0.13146909440822482, 'launch_rod_length': 2.1750924025795975, 'launch_temperature': 309.14721539941104, 'wind_direction': 1.1895849483270189, 'wind_speed_average': 20.870323679213936, 'wind_turbulence_intensity': 0.9184067328252477, 'launch_rod_angle': -0.22403217947226606, 'launch_rod_direction': 1.5927875713624342, 'separation_delay_charge': 0.44139698631317026, 'wind_standard_deviation': 2.712237090210838}"
1113,34.334,0,7.254,338.3882799,1.38E-06,6032.230254,435.9510836,-1573.760392,-81.82116391,48.03006239,2.097726198,"{'gross_weight': 17.210698174427502, 'diameter': 0.1312847436926856, 'launch_rod_length': 1.372267770177212, 'launch_temperature': 282.2518462170971, 'wind_direction': 2.7038506841735828, 'wind_speed_average': 5.71194888805746, 'wind_turbulence_intensity': -2.8784354755030916, 'launch_rod_angle': -0.18077027635261061, 'launch_rod_direction': 1.5917953353843912, 'separation_delay_charge': -0.4640813343251939, 'wind_standard_deviation': -4.1204590205595135}"
1114,33.732625,0,7.254,325.0088551,1.24E-06,5858.246658,427.083833,-976.57013,-81.81311873,47.97437007,3.159060422,"{'gross_weight': 11.27813956376197, 'diameter': 0.1310252741224461, 'launch_rod_length': 2.1057120919174395, 'launch_temperature': 306.0628639879222, 'wind_direction': 0.3251881312154752, 'wind_speed_average': -0.6862852579258094, 'wind_turbulence_intensity': -0.5841832033691401, 'launch_rod_angle': -0.21890361115956394, 'launch_rod_direction': 1.5253173944664675, 'separation_delay_charge': -0.0016797077511415787, 'wind_standard_deviation': -2.7043977903235628}"
1115,34.364,0,7.254,335.9522075,7.82E-07,6072.751184,437.100408,-796.714948,-81.81071442,48.03107224,2.088393715,"{'gross_weight': 14.857172740679875, 'diameter': 0.13170949676939558, 'launch_rod_length': 1.619503951150907, 'launch_temperature': 302.57292032827337, 'wind_direction': 2.91714398297347, 'wind_speed_average': 4.597480186339087, 'wind_turbulence_intensity': 3.79663001903083, 'launch_rod_angle': -0.19649406547846426, 'launch_rod_direction': 1.6423025018450732, 'separation_delay_charge': -0.3063668843556032, 'wind_standard_deviation': 1.9137902467241785}"
1116,33.24996306,0,7.254,326.9863276,3.68E-06,5712.479303,422.7938991,-2901.085924,-81.8389985,48.00987459,1.820699685,"{'gross_weight': 14.571126714049504, 'diameter': 0.13063679709677456, 'launch_rod_length': 1.652655942515906, 'launch_temperature': 302.08820551553913, 'wind_direction': 1.9353500873861365, 'wind_speed_average': -0.50577454293368, 'wind_turbulence_intensity': 0.5344986466245475, 'launch_rod_angle': -0.22203680043108953, 'launch_rod_direction': 1.520640424357372, 'separation_delay_charge': 0.42694746678329004, 'wind_standard_deviation': 5.856244104929708}"
1117,34.092625,0,7.254,328.6501851,2.32E-06,5979.726866,432.6102134,-1852.021142,-81.8248829,47.98229428,-0.962611315,"{'gross_weight': 21.614751446261327, 'diameter': 0.13028184510139462, 'launch_rod_length': 1.8055357857905103, 'launch_temperature': 312.18444656292706, 'wind_direction': 0.7516499693928421, 'wind_speed_average': 0.28267940216959975, 'wind_turbulence_intensity': -4.2245046327981255, 'launch_rod_angle': -0.1900113482453887, 'launch_rod_direction': 1.502888617479433, 'separation_delay_charge': -0.22916552507326576, 'wind_standard_deviation': -4.166696512218786}"
1118,34.444,0,7.254,337.5778332,3893.498872,6071.747914,437.1258688,3893.498872,-81.7476518,48.01870561,2.364411042,"{'gross_weight': 17.517605666613758, 'diameter': 0.1312319667988083, 'launch_rod_length': 1.9268580601116203, 'launch_temperature': 289.96147083164965, 'wind_direction': 4.223315015707801, 'wind_speed_average': 7.863803481581076, 'wind_turbulence_intensity': 4.6351629839916715, 'launch_rod_angle': -0.1701552460460652, 'launch_rod_direction': 1.5029980296674657, 'separation_delay_charge': -0.1756274164550192, 'wind_standard_deviation': -4.314559792772536}"
1119,34.61422179,0,7.254,346.2671856,1423.112687,6169.970539,441.866836,1396.808917,-81.78122836,47.99536769,-0.679682276,"{'gross_weight': 23.25616811781081, 'diameter': 0.1308735684796844, 'launch_rod_length': 1.7394575949692448, 'launch_temperature': 300.7376723051359, 'wind_direction': -1.219057180907686, 'wind_speed_average': -0.5814290187327478, 'wind_turbulence_intensity': -3.517969693866369, 'launch_rod_angle': -0.15243137552196315, 'launch_rod_direction': 1.6299738156805106, 'separation_delay_charge': 0.5494598555794449, 'wind_standard_deviation': 6.194122024389695}"
1120,33.36112105,0,7.254,332.8367695,1.36E-06,5775.87523,426.5063265,-1573.003702,-81.82115676,48.03742215,4.476749789,"{'gross_weight': 12.07060652823505, 'diameter': 0.13089991207562665, 'launch_rod_length': 1.7663365424604551, 'launch_temperature': 281.90838740203884, 'wind_direction': 2.781591358843124, 'wind_speed_average': 5.371982717430303, 'wind_turbulence_intensity': 3.352141504090332, 'launch_rod_angle': -0.2175998477360074, 'launch_rod_direction': 1.5916849526175545, 'separation_delay_charge': -0.2798675260845704, 'wind_standard_deviation': 4.777857446726841}"
1121,33.974,0,7.254,332.0378608,4289.356662,5934.824775,431.4119242,4289.356662,-81.74236275,47.98893694,-4.679519237,"{'gross_weight': 15.941946253217669, 'diameter': 0.1310482411261769, 'launch_rod_length': 1.4916867778420988, 'launch_temperature': 294.99541344396624, 'wind_direction': -1.2915639740795717, 'wind_speed_average': 6.138269734767766, 'wind_turbulence_intensity': -2.4396332503898397, 'launch_rod_angle': -0.23442186820648322, 'launch_rod_direction': 1.4968909902857417, 'separation_delay_charge': -0.003519147222670192, 'wind_standard_deviation': 2.147103892475608}"
1122,3.89594228,0,7.254,17.87056448,3.20E-06,239.7225612,115.0610915,-332.9108966,-81.80447453,48.00184229,-1.502711423,"{'gross_weight': 6.870190995236708, 'diameter': 0.13089352779858854, 'launch_rod_length': 1.8698299121883017, 'launch_temperature': 300.2469692835904, 'wind_direction': 2.122431135161527, 'wind_speed_average': 11.307966658938316, 'wind_turbulence_intensity': 8.16929193319901, 'launch_rod_angle': -0.21115231745294297, 'launch_rod_direction': 1.5145514556934425, 'separation_delay_charge': 0.12309051820515857, 'wind_standard_deviation': -0.5586645441786684}"
1123,3.667853794,0,7.254,15.75286751,3.51E-06,203.5589383,104.8604168,-287.9447403,-81.80387007,48.00060025,1.146060771,"{'gross_weight': 31.421366833082104, 'diameter': 0.13131741738230185, 'launch_rod_length': 1.9188172101363967, 'launch_temperature': 281.9035603600133, 'wind_direction': 1.7986335356774918, 'wind_speed_average': 11.2303278097949, 'wind_turbulence_intensity': -9.611848008651378, 'launch_rod_angle': -0.2020494729272195, 'launch_rod_direction': 1.5669149002609202, 'separation_delay_charge': -0.45425891874330726, 'wind_standard_deviation': 0.5789734101017341}"
1124,34.22108697,0,7.254,337.9335325,3.58E-06,6006.816665,434.9701983,-3959.479522,-81.85322942,48.01300093,-1.926008706,"{'gross_weight': 23.259059419524334, 'diameter': 0.13076899643774437, 'launch_rod_length': 1.9474444654736067, 'launch_temperature': 286.5342752261245, 'wind_direction': 1.9229802687596553, 'wind_speed_average': 6.706904896591959, 'wind_turbulence_intensity': -4.114045961844131, 'launch_rod_angle': -0.21461761188259082, 'launch_rod_direction': 1.541429850186188, 'separation_delay_charge': 0.17471361539360117, 'wind_standard_deviation': 2.2754442357808427}"
1125,34.224,0,7.254,334.7350333,5.85E-07,6012.320344,434.8879363,-513.822711,-81.80690923,48.02517848,4.065620676,"{'gross_weight': 28.4153189303484, 'diameter': 0.13044861024933638, 'launch_rod_length': 1.8978517953023937, 'launch_temperature': 293.45142946927126, 'wind_direction': 2.962810398045171, 'wind_speed_average': 2.218225707550209, 'wind_turbulence_intensity': 6.590386404098511, 'launch_rod_angle': -0.18345280679086998, 'launch_rod_direction': 1.5746018566277002, 'separation_delay_charge': -0.17699188552620812, 'wind_standard_deviation': -0.5474038419200208}"
1126,30.2542597,0,7.254,288.8455266,4673.159221,4738.202703,378.2543611,4673.121493,-81.73722973,47.96942319,1.241555891,"{'gross_weight': 19.322358267195995, 'diameter': 0.13051272508634132, 'launch_rod_length': 1.9033070782661603, 'launch_temperature': 284.8815241997676, 'wind_direction': -0.9424703697523791, 'wind_speed_average': 4.951596237135137, 'wind_turbulence_intensity': -0.049652196934282376, 'launch_rod_angle': -0.24021232639270834, 'launch_rod_direction': 1.5915319191176704, 'separation_delay_charge': 0.17718888039547573, 'wind_standard_deviation': 7.290508797536759}"
1127,33.934,0,7.254,328.0629997,1578.101935,5914.690614,429.7507862,1578.101935,-81.77880528,47.96297334,-1.69493961,"{'gross_weight': 14.2575115974603, 'diameter': 0.13116473795361522, 'launch_rod_length': 1.935796439782709, 'launch_temperature': 302.64033194132094, 'wind_direction': -0.36940500998706605, 'wind_speed_average': 5.259972799625611, 'wind_turbulence_intensity': 4.90608651349103, 'launch_rod_angle': -0.25642353159340137, 'launch_rod_direction': 1.5225355093119117, 'separation_delay_charge': 0.1980223095829215, 'wind_standard_deviation': -2.4761067872041784}"
1128,32.062625,0,7.254,304.0315071,2.88E-06,5285.357749,402.1258104,-4995.003119,-81.86719132,48.04430646,-2.061239402,"{'gross_weight': 5.158463188149808, 'diameter': 0.1311023864860041, 'launch_rod_length': 1.9508176144754843, 'launch_temperature': 291.3866214654232, 'wind_direction': 2.350436836929705, 'wind_speed_average': 10.613834173287128, 'wind_turbulence_intensity': -6.975177055845494, 'launch_rod_angle': -0.2288590133113841, 'launch_rod_direction': 1.6086488340219127, 'separation_delay_charge': -0.14540764976473866, 'wind_standard_deviation': -0.14853498412462565}"
1129,34.1880625,0,7.254,337.413302,1122.070128,6012.803295,434.7021536,1122.070128,-81.78490969,48.03254288,0.423374846,"{'gross_weight': 4.323178163506833, 'diameter': 0.13082812316423498, 'launch_rod_length': 1.8385326307319017, 'launch_temperature': 293.9986014029359, 'wind_direction': 3.444227235595183, 'wind_speed_average': 4.951349727048038, 'wind_turbulence_intensity': -2.6265389576053026, 'launch_rod_angle': -0.19182579204576494, 'launch_rod_direction': 1.631108974368322, 'separation_delay_charge': -0.4101691171686073, 'wind_standard_deviation': 3.0238362427608134}"
1130,4.946699454,0,7.254,13.56694103,1.64E-06,133.550456,51.33067644,-204.4295877,-81.80274743,47.99753593,3.187498029,"{'gross_weight': 11.121632802027657, 'diameter': 0.13099678988544605, 'launch_rod_length': 1.7540599124080636, 'launch_temperature': 289.50378919086523, 'wind_direction': 0.6409193954435604, 'wind_speed_average': 16.080051861418397, 'wind_turbulence_intensity': 2.721676245025312, 'launch_rod_angle': -0.15182058844727095, 'launch_rod_direction': 1.4879038976334806, 'separation_delay_charge': -0.5509742945804015, 'wind_standard_deviation': 2.542665830115479}"
1131,33.95532813,0,7.254,333.2461955,1455.879323,5917.860615,431.6902432,1455.879323,-81.78044354,47.97155336,2.929232125,"{'gross_weight': 13.512520224989133, 'diameter': 0.13039752229955603, 'launch_rod_length': 1.8644572052211823, 'launch_temperature': 281.9831698686309, 'wind_direction': -0.4352351190275794, 'wind_speed_average': 4.028139777206203, 'wind_turbulence_intensity': 1.6984696944799826, 'launch_rod_angle': -0.2092304703856204, 'launch_rod_direction': 1.5176805940123512, 'separation_delay_charge': 0.41247168787239374, 'wind_standard_deviation': -0.6585983425652258}"
1132,34.7180625,0,7.254,340.8940829,2.49E-06,6154.407823,440.3359868,-3206.185536,-81.84307776,47.98340297,4.809273537,"{'gross_weight': 17.147357671755515, 'diameter': 0.13103165112249993, 'launch_rod_length': 2.140997484924215, 'launch_temperature': 291.1659431567587, 'wind_direction': 1.0475309006893272, 'wind_speed_average': 6.649217072364371, 'wind_turbulence_intensity': -4.710386788370679, 'launch_rod_angle': -0.1591339003174348, 'launch_rod_direction': 1.5309694008934704, 'separation_delay_charge': -0.3563993462909992, 'wind_standard_deviation': -0.5583823854707255}"
1133,33.73532813,0,7.254,330.7755283,231.7623234,5850.779516,428.6630149,231.7623234,-81.79688373,48.0223387,-0.110518933,"{'gross_weight': 5.578095035762132, 'diameter': 0.13056217614791488, 'launch_rod_length': 1.8681229983248735, 'launch_temperature': 281.1639548489616, 'wind_direction': 3.237393554152966, 'wind_speed_average': -4.176896518216116, 'wind_turbulence_intensity': 4.226903923314522, 'launch_rod_angle': -0.18104418765942895, 'launch_rod_direction': 1.549504387233637, 'separation_delay_charge': 0.3485502893591116, 'wind_standard_deviation': -3.813487725347517}"
1134,34.5480625,0,7.254,337.0465399,1.57E-07,6113.969652,438.3048004,-241.7559389,-81.80325156,48.03690252,-1.433547267,"{'gross_weight': 6.838040350881468, 'diameter': 0.1313456152850316, 'launch_rod_length': 1.6960769704110892, 'launch_temperature': 303.4407857323474, 'wind_direction': 3.0845772216381557, 'wind_speed_average': 6.491071152964249, 'wind_turbulence_intensity': -3.09525864457941, 'launch_rod_angle': -0.15252455758179984, 'launch_rod_direction': 1.5932633653439734, 'separation_delay_charge': 0.6928308666813787, 'wind_standard_deviation': 1.6099197818731532}"
1135,4.083326611,0,7.254,43.5462243,1.22E-06,267.9030942,121.8814262,-251.8207702,-81.80338415,47.99448439,1.479045401,"{'gross_weight': 21.798499649213785, 'diameter': 0.13047643873552225, 'launch_rod_length': 1.9163268444860824, 'launch_temperature': 285.69576811925754, 'wind_direction': 6.672744418463788, 'wind_speed_average': 10.386572378266639, 'wind_turbulence_intensity': 0.18539693281826614, 'launch_rod_angle': -0.1792085134125304, 'launch_rod_direction': 1.634521824939113, 'separation_delay_charge': 0.13879067268350784, 'wind_standard_deviation': 5.2161476180121005}"
1136,33.33433289,0,7.254,341.5086348,3.78E-06,5849.536102,433.0443762,-4057.891217,-81.85455551,48.01591799,3.996974274,"{'gross_weight': 6.561927857822653, 'diameter': 0.13066208645400573, 'launch_rod_length': 1.4367145011599092, 'launch_temperature': 281.8504237739524, 'wind_direction': 1.9840367114198103, 'wind_speed_average': 8.298404604507999, 'wind_turbulence_intensity': -4.048948169990021, 'launch_rod_angle': -0.23342993330661443, 'launch_rod_direction': 1.6353004031346459, 'separation_delay_charge': 0.07834717196114988, 'wind_standard_deviation': 7.607191553736011}"
1137,3.423211468,0,7.254,13.13947868,1.01E-06,157.9839975,87.52620042,-51.65677494,-81.80069429,48.00138351,-0.887249548,"{'gross_weight': 5.98994419578835, 'diameter': 0.13152651328951825, 'launch_rod_length': 1.2885281698738893, 'launch_temperature': 280.90487299266846, 'wind_direction': 2.817521137181911, 'wind_speed_average': 11.586544372931783, 'wind_turbulence_intensity': 0.023988961656132814, 'launch_rod_angle': -0.17679319152475234, 'launch_rod_direction': 1.6114874349662243, 'separation_delay_charge': 0.3196098323690623, 'wind_standard_deviation': -6.1839065518211465}"
1138,33.494,0,7.254,329.0201943,1.68E-06,5771.233995,425.3191075,-1288.819274,-81.8173148,47.97876909,1.87797567,"{'gross_weight': 18.55982499477276, 'diameter': 0.13121346992125585, 'launch_rod_length': 2.037908468946409, 'launch_temperature': 276.2841375145528, 'wind_direction': 0.4951672401662266, 'wind_speed_average': -3.4890640783342466, 'wind_turbulence_intensity': 6.5151042280376785, 'launch_rod_angle': -0.19769671837178687, 'launch_rod_direction': 1.530595908407913, 'separation_delay_charge': -0.28489859881341373, 'wind_standard_deviation': -3.8494761573407974}"
1139,33.592625,0,7.254,324.4339201,4633.209707,5808.338328,426.5996662,4633.209707,-81.7377027,48.02174538,1.638760274,"{'gross_weight': 10.282866719963213, 'diameter': 0.12998285125496412, 'launch_rod_length': 1.8221109448842832, 'launch_temperature': 299.7600824040815, 'wind_direction': 4.232689831362617, 'wind_speed_average': 7.770060496883081, 'wind_turbulence_intensity': -0.2758465536243116, 'launch_rod_angle': -0.24870419780475617, 'launch_rod_direction': 1.5836996988311274, 'separation_delay_charge': -0.7140347504048363, 'wind_standard_deviation': 0.7068197985762372}"
1140,33.7680625,0,7.254,327.0726607,3.15E-06,5856.118842,427.7926742,-2579.052571,-81.83467272,48.01467143,2.528056918,"{'gross_weight': 15.91898073498616, 'diameter': 0.13054026168564525, 'launch_rod_length': 2.285840051824919, 'launch_temperature': 298.5220853014621, 'wind_direction': 2.1376679994231087, 'wind_speed_average': 0.8104735909295249, 'wind_turbulence_intensity': 3.8336346273806625, 'launch_rod_angle': -0.20971360613365178, 'launch_rod_direction': 1.659896465853118, 'separation_delay_charge': 0.2013344424659916, 'wind_standard_deviation': 1.5534145739237242}"
1141,34.054,0,7.254,335.6122353,3174.305305,5950.586872,432.5298751,3174.305305,-81.75733979,47.99645028,-0.269247813,"{'gross_weight': 3.9220412979809716, 'diameter': 0.13084449505236312, 'launch_rod_length': 1.9307214300429247, 'launch_temperature': 280.6209052012717, 'wind_direction': -1.4464821704233306, 'wind_speed_average': 3.1611649295266826, 'wind_turbulence_intensity': 2.7279937438025246, 'launch_rod_angle': -0.20035598795828094, 'launch_rod_direction': 1.4592834631992448, 'separation_delay_charge': -0.008120021753524713, 'wind_standard_deviation': -4.698685311682862}"
1142,34.37551309,0,7.254,343.911142,4.34E-07,6147.606992,441.995107,-621.2635536,-81.80835627,48.03944567,4.990513127,"{'gross_weight': 5.0786502233962505, 'diameter': 0.13093523871333784, 'launch_rod_length': 1.1913076621943792, 'launch_temperature': 294.9396263491185, 'wind_direction': 3.002873894260023, 'wind_speed_average': 9.73062893644466, 'wind_turbulence_intensity': -1.166396586445317, 'launch_rod_angle': -0.17451010985882787, 'launch_rod_direction': 1.5477674537451798, 'separation_delay_charge': -0.08780516941800341, 'wind_standard_deviation': 4.829393214051193}"
1143,34.324,0,7.254,335.4834777,2.33E-06,6037.759267,435.70403,-2424.177438,-81.83256529,47.97461928,0.380320595,"{'gross_weight': 14.106640137840794, 'diameter': 0.1314899724294821, 'launch_rod_length': 1.9236048692705887, 'launch_temperature': 292.23571464080385, 'wind_direction': 0.7071474105373567, 'wind_speed_average': 5.105828801774831, 'wind_turbulence_intensity': -7.8390050442747095, 'launch_rod_angle': -0.2013097959888428, 'launch_rod_direction': 1.5188866603632054, 'separation_delay_charge': 0.07485531838857448, 'wind_standard_deviation': -1.6671153193421389}"
1144,34.364,0,7.254,332.9272008,3144.046846,6062.449521,436.3981852,3144.046846,-81.75776184,47.97763457,-1.23863155,"{'gross_weight': 3.9545629158776503, 'diameter': 0.13020534255957558, 'launch_rod_length': 2.201530349658394, 'launch_temperature': 309.05219047103725, 'wind_direction': -0.9033140263919619, 'wind_speed_average': 5.61224651444723, 'wind_turbulence_intensity': 0.3790642866325168, 'launch_rod_angle': -0.21726254939070241, 'launch_rod_direction': 1.6612664571457674, 'separation_delay_charge': -0.40117173400312767, 'wind_standard_deviation': -3.2629032312008652}"
1145,27.854,0,7.254,223.1215855,74.79322446,3484.295062,304.2520754,-328.928028,-81.80442079,47.99942682,1.96653836,"{'gross_weight': 17.885173790908258, 'diameter': 0.13132490574830144, 'launch_rod_length': 1.5112299062977084, 'launch_temperature': 285.2194070179082, 'wind_direction': -1.7433733737730903, 'wind_speed_average': 14.081467849396624, 'wind_turbulence_intensity': 0.4788999193052319, 'launch_rod_angle': -0.21881811778310306, 'launch_rod_direction': 1.4855261801510595, 'separation_delay_charge': 0.4179380960831855, 'wind_standard_deviation': -2.472817813377644}"
1146,33.804,0,7.254,326.1236923,1385.283572,5882.008779,429.4491847,1385.283572,-81.78137043,48.03085915,-1.932226953,"{'gross_weight': 5.6595418646875295, 'diameter': 0.13008490454241228, 'launch_rod_length': 1.7904884080541947, 'launch_temperature': 305.6335942592512, 'wind_direction': 3.5270827596921692, 'wind_speed_average': 3.134073360079796, 'wind_turbulence_intensity': -2.4377575362658463, 'launch_rod_angle': -0.2434800802444717, 'launch_rod_direction': 1.5767523421261185, 'separation_delay_charge': -0.4917765683581375, 'wind_standard_deviation': 1.304534445529291}"
1147,34.064,0,7.254,327.855364,3.72E-06,5954.862975,431.2472567,-4771.367487,-81.8641024,47.97947534,0.217473361,"{'gross_weight': 21.11584420400936, 'diameter': 0.13205976282391738, 'launch_rod_length': 1.9157497637588439, 'launch_temperature': 310.3231602934017, 'wind_direction': 1.1247437272774707, 'wind_speed_average': 8.161991720346345, 'wind_turbulence_intensity': 0.1984531177630625, 'launch_rod_angle': -0.23315796659355154, 'launch_rod_direction': 1.5599343245839883, 'separation_delay_charge': 0.27695156582882563, 'wind_standard_deviation': -2.0667389437095967}"
1148,33.85006846,0,7.254,332.9810513,3.60E-07,5971.549509,434.1998378,-433.3508515,-81.80582861,48.03811492,1.789217941,"{'gross_weight': 11.74856882270677, 'diameter': 0.1302457040578322, 'launch_rod_length': 1.795942540703713, 'launch_temperature': 311.5209964716601, 'wind_direction': 3.0412043283103767, 'wind_speed_average': 6.32239079065691, 'wind_turbulence_intensity': -0.5657771433540056, 'launch_rod_angle': -0.20149663900919518, 'launch_rod_direction': 1.5503533656178752, 'separation_delay_charge': 0.36151981900747926, 'wind_standard_deviation': 4.896770355365457}"
1149,4.178761845,0,7.254,40.84703893,2.96E-06,278.7504228,122.4325227,-557.8416001,-81.80749806,48.004045,0.674318696,"{'gross_weight': 33.78903656636937, 'diameter': 0.13024238930683735, 'launch_rod_length': 1.745231762632971, 'launch_temperature': 292.5015801428184, 'wind_direction': 2.2493700059027804, 'wind_speed_average': 11.248505240595513, 'wind_turbulence_intensity': -2.221602468546871, 'launch_rod_angle': -0.21351937514490313, 'launch_rod_direction': 1.496842564423957, 'separation_delay_charge': -0.47513140241370694, 'wind_standard_deviation': -9.700407873249366}"
1150,33.85532813,0,7.254,331.52296,3.49E-06,5882.503293,429.5613499,-3199.296786,-81.84301293,48.01666649,1.820684021,"{'gross_weight': 15.958875748041269, 'diameter': 0.13110734964639206, 'launch_rod_length': 1.8728339097043891, 'launch_temperature': 282.81279791732726, 'wind_direction': 2.098256074441651, 'wind_speed_average': 3.856984101644521, 'wind_turbulence_intensity': 1.090435839290637, 'launch_rod_angle': -0.2282363478530554, 'launch_rod_direction': 1.5809530272314811, 'separation_delay_charge': 0.12867946244038522, 'wind_standard_deviation': -0.9272077487369826}"
1151,33.792625,0,7.254,330.7352127,4.19E-06,5859.244587,428.5207459,-4655.111074,-81.86256663,48.00101713,-2.977773045,"{'gross_weight': 18.306043969399134, 'diameter': 0.13075639449763338, 'launch_rod_length': 1.4108500984746069, 'launch_temperature': 282.1053593432253, 'wind_direction': 1.5967127337306468, 'wind_speed_average': 6.634800003453487, 'wind_turbulence_intensity': 1.4399729682212612, 'launch_rod_angle': -0.2378333340523476, 'launch_rod_direction': 1.6464379630403876, 'separation_delay_charge': 0.18232263689752265, 'wind_standard_deviation': -2.7554703542257792}"
1152,31.834,0,7.254,300.105658,2.34E-06,5209.885322,398.1218854,-4828.423488,-81.86496343,48.05452961,1.476380625,"{'gross_weight': 16.929545168522633, 'diameter': 0.13038539995110154, 'launch_rod_length': 1.5084046817997496, 'launch_temperature': 300.9045970581911, 'wind_direction': 2.469923377864961, 'wind_speed_average': 13.121632353956526, 'wind_turbulence_intensity': 7.355869946620307, 'launch_rod_angle': -0.2108981347461708, 'launch_rod_direction': 1.4738617234129097, 'separation_delay_charge': -0.3007480770749254, 'wind_standard_deviation': 3.0305166777268813}"
1153,33.992625,0,7.254,332.4114584,364.7241517,5938.759521,432.2269006,364.7241517,-81.79509585,48.0231854,3.358907972,"{'gross_weight': 18.396290014414124, 'diameter': 0.13036761910344383, 'launch_rod_length': 1.9525761343148755, 'launch_temperature': 289.0191849650833, 'wind_direction': 3.2849822029154367, 'wind_speed_average': 1.0432065633254153, 'wind_turbulence_intensity': -5.526651585545528, 'launch_rod_angle': -0.17936070846938953, 'launch_rod_direction': 1.5887705209114324, 'separation_delay_charge': 0.08363475381391665, 'wind_standard_deviation': -6.497214854947816}"
1154,33.77046747,0,7.254,333.3301034,760.6861163,5868.891952,429.3321297,760.6861163,-81.78978193,47.97140585,2.831477441,"{'gross_weight': 15.908561468200736, 'diameter': 0.13056132818913768, 'launch_rod_length': 2.026571564487162, 'launch_temperature': 289.07454077686515, 'wind_direction': -0.23950513262975237, 'wind_speed_average': 2.7570169030015297, 'wind_turbulence_intensity': -2.598274517491282, 'launch_rod_angle': -0.20126218840695928, 'launch_rod_direction': 1.6363345840033685, 'separation_delay_charge': -0.1385617916404928, 'wind_standard_deviation': 4.304468709246421}"
